Sample in Buffer,Sample in Window,TRIGGER,Aquila_SoC/RISCV_CORE0/BPU_Profiler/incorrect_predictions_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/prediction_accuracy_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/mispred_penalty_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/total_branches_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/cpi_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/correct_predictions_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hits_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hit_rate_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_misses_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hit_rate_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/prediction_accuracy_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/instruction_completed_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/fetch_pc_debug[31:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/execution_cycles_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/cpi_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/penalty_counting_debug
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX
154,154,0,12494010,269963514,13775964,277768394,000000004ce3111f,257469504,39962900,39962900,262873695,302836595,257469504,000000004ce31120,00004d18,000000005af8578e,000000005af8578d,0
155,155,0,12494010,269963514,13775964,277768394,000000004ce31120,257469504,39962900,39962900,262873695,302836595,257469504,000000004ce31120,00004d1c,000000005af8578f,000000005af8578e,0
156,156,0,12494010,269963514,13775964,277768395,000000004ce31120,257469505,39962900,39962900,262873696,302836595,257469504,000000004ce31121,00004d20,000000005af85790,000000005af8578f,0
157,157,0,12494010,269963515,13775964,277768395,000000004ce31121,257469505,39962900,39962900,262873696,302836596,257469505,000000004ce31122,00004d20,000000005af85791,000000005af85790,0
158,158,0,12494010,269963515,13775964,277768395,000000004ce31122,257469505,39962900,39962900,262873696,302836596,257469505,000000004ce31122,00004d20,000000005af85791,000000005af85791,0
159,159,0,12494010,269963515,13775964,277768395,000000004ce31122,257469505,39962900,39962900,262873696,302836596,257469505,000000004ce31123,00004d18,000000005af85792,000000005af85791,0
160,160,0,12494010,269963515,13775964,277768395,000000004ce31123,257469505,39962900,39962900,262873696,302836596,257469505,000000004ce31123,00004d1c,000000005af85793,000000005af85792,0
161,161,0,12494010,269963515,13775964,277768396,000000004ce31123,257469506,39962900,39962900,262873697,302836596,257469505,000000004ce31124,00004d20,000000005af85794,000000005af85793,0
162,162,0,12494010,269963516,13775964,277768396,000000004ce31124,257469506,39962900,39962900,262873697,302836597,257469506,000000004ce31125,00004d20,000000005af85795,000000005af85794,0
163,163,0,12494010,269963516,13775964,277768396,000000004ce31125,257469506,39962900,39962900,262873697,302836597,257469506,000000004ce31125,00004d20,000000005af85795,000000005af85795,0
164,164,0,12494010,269963516,13775964,277768396,000000004ce31125,257469506,39962900,39962900,262873697,302836597,257469506,000000004ce31126,00004d18,000000005af85796,000000005af85795,0
165,165,0,12494010,269963516,13775964,277768396,000000004ce31126,257469506,39962900,39962900,262873697,302836597,257469506,000000004ce31126,00004d1c,000000005af85797,000000005af85796,0
166,166,0,12494010,269963516,13775964,277768397,000000004ce31126,257469507,39962900,39962900,262873698,302836597,257469506,000000004ce31127,00004d20,000000005af85798,000000005af85797,0
167,167,0,12494010,269963517,13775964,277768397,000000004ce31127,257469507,39962900,39962900,262873698,302836598,257469507,000000004ce31128,00004d20,000000005af85799,000000005af85798,0
168,168,0,12494010,269963517,13775964,277768397,000000004ce31128,257469507,39962900,39962900,262873698,302836598,257469507,000000004ce31128,00004d20,000000005af85799,000000005af85799,0
169,169,0,12494010,269963517,13775964,277768397,000000004ce31128,257469507,39962900,39962900,262873698,302836598,257469507,000000004ce31129,00004d18,000000005af8579a,000000005af85799,0
170,170,0,12494010,269963517,13775964,277768397,000000004ce31129,257469507,39962900,39962900,262873698,302836598,257469507,000000004ce31129,00004d1c,000000005af8579b,000000005af8579a,0
171,171,0,12494010,269963517,13775964,277768398,000000004ce31129,257469508,39962900,39962900,262873699,302836598,257469507,000000004ce3112a,00004d20,000000005af8579c,000000005af8579b,0
172,172,0,12494010,269963518,13775964,277768398,000000004ce3112a,257469508,39962900,39962900,262873699,302836599,257469508,000000004ce3112b,00004d20,000000005af8579d,000000005af8579c,0
173,173,0,12494010,269963518,13775964,277768398,000000004ce3112b,257469508,39962900,39962900,262873699,302836599,257469508,000000004ce3112b,00004d20,000000005af8579d,000000005af8579d,0
174,174,0,12494010,269963518,13775964,277768398,000000004ce3112b,257469508,39962900,39962900,262873699,302836599,257469508,000000004ce3112c,00004d18,000000005af8579e,000000005af8579d,0
175,175,0,12494010,269963518,13775964,277768398,000000004ce3112c,257469508,39962900,39962900,262873699,302836599,257469508,000000004ce3112c,00004d1c,000000005af8579f,000000005af8579e,0
176,176,0,12494010,269963518,13775964,277768399,000000004ce3112c,257469509,39962900,39962900,262873700,302836599,257469508,000000004ce3112d,00004d20,000000005af857a0,000000005af8579f,0
177,177,0,12494010,269963519,13775964,277768399,000000004ce3112d,257469509,39962900,39962900,262873700,302836600,257469509,000000004ce3112e,00004d20,000000005af857a1,000000005af857a0,0
178,178,0,12494010,269963519,13775964,277768399,000000004ce3112e,257469509,39962900,39962900,262873700,302836600,257469509,000000004ce3112e,00004d20,000000005af857a1,000000005af857a1,0
179,179,0,12494010,269963519,13775964,277768399,000000004ce3112e,257469509,39962900,39962900,262873700,302836600,257469509,000000004ce3112f,00004d18,000000005af857a2,000000005af857a1,0
180,180,0,12494010,269963519,13775964,277768399,000000004ce3112f,257469509,39962900,39962900,262873700,302836600,257469509,000000004ce3112f,00004d1c,000000005af857a3,000000005af857a2,0
181,181,0,12494010,269963519,13775964,277768400,000000004ce3112f,257469510,39962900,39962900,262873701,302836600,257469509,000000004ce31130,00004d20,000000005af857a4,000000005af857a3,0
182,182,0,12494010,269963520,13775964,277768400,000000004ce31130,257469510,39962900,39962900,262873701,302836601,257469510,000000004ce31131,00004d20,000000005af857a5,000000005af857a4,0
183,183,0,12494010,269963520,13775964,277768400,000000004ce31131,257469510,39962900,39962900,262873701,302836601,257469510,000000004ce31131,00004d20,000000005af857a5,000000005af857a5,0
184,184,0,12494010,269963520,13775964,277768400,000000004ce31131,257469510,39962900,39962900,262873701,302836601,257469510,000000004ce31132,00004d18,000000005af857a6,000000005af857a5,0
185,185,0,12494010,269963520,13775964,277768400,000000004ce31132,257469510,39962900,39962900,262873701,302836601,257469510,000000004ce31132,00004d1c,000000005af857a7,000000005af857a6,0
186,186,0,12494010,269963520,13775964,277768401,000000004ce31132,257469511,39962900,39962900,262873702,302836601,257469510,000000004ce31133,00004d20,000000005af857a8,000000005af857a7,0
187,187,0,12494010,269963521,13775964,277768401,000000004ce31133,257469511,39962900,39962900,262873702,302836602,257469511,000000004ce31134,00004d20,000000005af857a9,000000005af857a8,0
188,188,0,12494010,269963521,13775964,277768401,000000004ce31134,257469511,39962900,39962900,262873702,302836602,257469511,000000004ce31134,00004d20,000000005af857a9,000000005af857a9,0
189,189,0,12494010,269963521,13775964,277768401,000000004ce31134,257469511,39962900,39962900,262873702,302836602,257469511,000000004ce31135,00004d18,000000005af857aa,000000005af857a9,0
190,190,0,12494010,269963521,13775964,277768401,000000004ce31135,257469511,39962900,39962900,262873702,302836602,257469511,000000004ce31135,00004d1c,000000005af857ab,000000005af857aa,0
191,191,0,12494010,269963521,13775964,277768402,000000004ce31135,257469512,39962900,39962900,262873703,302836602,257469511,000000004ce31136,00004d20,000000005af857ac,000000005af857ab,0
192,192,0,12494010,269963522,13775964,277768402,000000004ce31136,257469512,39962900,39962900,262873703,302836603,257469512,000000004ce31137,00004d20,000000005af857ad,000000005af857ac,0
193,193,0,12494010,269963522,13775964,277768402,000000004ce31137,257469512,39962900,39962900,262873703,302836603,257469512,000000004ce31137,00004d20,000000005af857ad,000000005af857ad,0
194,194,0,12494010,269963522,13775964,277768402,000000004ce31137,257469512,39962900,39962900,262873703,302836603,257469512,000000004ce31138,00004d18,000000005af857ae,000000005af857ad,0
195,195,0,12494010,269963522,13775964,277768402,000000004ce31138,257469512,39962900,39962900,262873703,302836603,257469512,000000004ce31138,00004d1c,000000005af857af,000000005af857ae,0
196,196,0,12494010,269963522,13775964,277768403,000000004ce31138,257469513,39962900,39962900,262873704,302836603,257469512,000000004ce31139,00004d20,000000005af857b0,000000005af857af,0
197,197,0,12494010,269963523,13775964,277768403,000000004ce31139,257469513,39962900,39962900,262873704,302836604,257469513,000000004ce3113a,00004d20,000000005af857b1,000000005af857b0,0
198,198,0,12494010,269963523,13775964,277768403,000000004ce3113a,257469513,39962900,39962900,262873704,302836604,257469513,000000004ce3113a,00004d20,000000005af857b1,000000005af857b1,0
199,199,0,12494010,269963523,13775964,277768403,000000004ce3113a,257469513,39962900,39962900,262873704,302836604,257469513,000000004ce3113b,00004d18,000000005af857b2,000000005af857b1,0
200,200,0,12494010,269963523,13775964,277768403,000000004ce3113b,257469513,39962900,39962900,262873704,302836604,257469513,000000004ce3113b,00004d1c,000000005af857b3,000000005af857b2,0
201,201,0,12494010,269963523,13775964,277768404,000000004ce3113b,257469514,39962900,39962900,262873705,302836604,257469513,000000004ce3113c,00004d20,000000005af857b4,000000005af857b3,0
202,202,0,12494010,269963524,13775964,277768404,000000004ce3113c,257469514,39962900,39962900,262873705,302836605,257469514,000000004ce3113d,00004d20,000000005af857b5,000000005af857b4,0
203,203,0,12494010,269963524,13775964,277768404,000000004ce3113d,257469514,39962900,39962900,262873705,302836605,257469514,000000004ce3113d,00004d20,000000005af857b5,000000005af857b5,0
204,204,0,12494010,269963524,13775964,277768404,000000004ce3113d,257469514,39962900,39962900,262873705,302836605,257469514,000000004ce3113e,00004d18,000000005af857b6,000000005af857b5,0
205,205,0,12494010,269963524,13775964,277768404,000000004ce3113e,257469514,39962900,39962900,262873705,302836605,257469514,000000004ce3113e,00004d1c,000000005af857b7,000000005af857b6,0
206,206,0,12494010,269963524,13775964,277768405,000000004ce3113e,257469515,39962900,39962900,262873706,302836605,257469514,000000004ce3113f,00004d20,000000005af857b8,000000005af857b7,0
207,207,0,12494010,269963525,13775964,277768405,000000004ce3113f,257469515,39962900,39962900,262873706,302836606,257469515,000000004ce31140,00004d20,000000005af857b9,000000005af857b8,0
208,208,0,12494010,269963525,13775964,277768405,000000004ce31140,257469515,39962900,39962900,262873706,302836606,257469515,000000004ce31140,00004d20,000000005af857b9,000000005af857b9,0
209,209,0,12494010,269963525,13775964,277768405,000000004ce31140,257469515,39962900,39962900,262873706,302836606,257469515,000000004ce31141,00004d18,000000005af857ba,000000005af857b9,0
210,210,0,12494010,269963525,13775964,277768405,000000004ce31141,257469515,39962900,39962900,262873706,302836606,257469515,000000004ce31141,00004d1c,000000005af857bb,000000005af857ba,0
211,211,0,12494010,269963525,13775964,277768406,000000004ce31141,257469516,39962900,39962900,262873707,302836606,257469515,000000004ce31142,00004d20,000000005af857bc,000000005af857bb,0
212,212,0,12494010,269963526,13775964,277768406,000000004ce31142,257469516,39962900,39962900,262873707,302836607,257469516,000000004ce31143,00004d20,000000005af857bd,000000005af857bc,0
213,213,0,12494010,269963526,13775964,277768406,000000004ce31143,257469516,39962900,39962900,262873707,302836607,257469516,000000004ce31143,00004d20,000000005af857bd,000000005af857bd,0
214,214,0,12494010,269963526,13775964,277768406,000000004ce31143,257469516,39962900,39962900,262873707,302836607,257469516,000000004ce31144,00004d18,000000005af857be,000000005af857bd,0
215,215,0,12494010,269963526,13775964,277768406,000000004ce31144,257469516,39962900,39962900,262873707,302836607,257469516,000000004ce31144,00004d1c,000000005af857bf,000000005af857be,0
216,216,0,12494010,269963526,13775964,277768407,000000004ce31144,257469517,39962900,39962900,262873708,302836607,257469516,000000004ce31145,00004d20,000000005af857c0,000000005af857bf,0
217,217,0,12494010,269963527,13775964,277768407,000000004ce31145,257469517,39962900,39962900,262873708,302836608,257469517,000000004ce31146,00004d20,000000005af857c1,000000005af857c0,0
218,218,0,12494010,269963527,13775964,277768407,000000004ce31146,257469517,39962900,39962900,262873708,302836608,257469517,000000004ce31146,00004d20,000000005af857c1,000000005af857c1,0
219,219,0,12494010,269963527,13775964,277768407,000000004ce31146,257469517,39962900,39962900,262873708,302836608,257469517,000000004ce31147,00004d18,000000005af857c2,000000005af857c1,0
220,220,0,12494010,269963527,13775964,277768407,000000004ce31147,257469517,39962900,39962900,262873708,302836608,257469517,000000004ce31147,00004d1c,000000005af857c3,000000005af857c2,0
221,221,0,12494010,269963527,13775964,277768408,000000004ce31147,257469518,39962900,39962900,262873709,302836608,257469517,000000004ce31148,00004d20,000000005af857c4,000000005af857c3,0
222,222,0,12494010,269963528,13775964,277768408,000000004ce31148,257469518,39962900,39962900,262873709,302836609,257469518,000000004ce31149,00004d20,000000005af857c5,000000005af857c4,0
223,223,0,12494010,269963528,13775964,277768408,000000004ce31149,257469518,39962900,39962900,262873709,302836609,257469518,000000004ce31149,00004d20,000000005af857c5,000000005af857c5,0
224,224,0,12494010,269963528,13775964,277768408,000000004ce31149,257469518,39962900,39962900,262873709,302836609,257469518,000000004ce3114a,00004d18,000000005af857c6,000000005af857c5,0
225,225,0,12494010,269963528,13775964,277768408,000000004ce3114a,257469518,39962900,39962900,262873709,302836609,257469518,000000004ce3114a,00004d1c,000000005af857c7,000000005af857c6,0
226,226,0,12494010,269963528,13775964,277768409,000000004ce3114a,257469519,39962900,39962900,262873710,302836609,257469518,000000004ce3114b,00004d20,000000005af857c8,000000005af857c7,0
227,227,0,12494010,269963529,13775964,277768409,000000004ce3114b,257469519,39962900,39962900,262873710,302836610,257469519,000000004ce3114c,00004d20,000000005af857c9,000000005af857c8,0
228,228,0,12494010,269963529,13775964,277768409,000000004ce3114c,257469519,39962900,39962900,262873710,302836610,257469519,000000004ce3114c,00004d20,000000005af857c9,000000005af857c9,0
229,229,0,12494010,269963529,13775964,277768409,000000004ce3114c,257469519,39962900,39962900,262873710,302836610,257469519,000000004ce3114d,00004d18,000000005af857ca,000000005af857c9,0
230,230,0,12494010,269963529,13775964,277768409,000000004ce3114d,257469519,39962900,39962900,262873710,302836610,257469519,000000004ce3114d,00004d1c,000000005af857cb,000000005af857ca,0
231,231,0,12494010,269963529,13775964,277768410,000000004ce3114d,257469520,39962900,39962900,262873711,302836610,257469519,000000004ce3114e,00004d20,000000005af857cc,000000005af857cb,0
232,232,0,12494010,269963530,13775964,277768410,000000004ce3114e,257469520,39962900,39962900,262873711,302836611,257469520,000000004ce3114f,00004d20,000000005af857cd,000000005af857cc,0
233,233,0,12494010,269963530,13775964,277768410,000000004ce3114f,257469520,39962900,39962900,262873711,302836611,257469520,000000004ce3114f,00004d20,000000005af857cd,000000005af857cd,0
234,234,0,12494010,269963530,13775964,277768410,000000004ce3114f,257469520,39962900,39962900,262873711,302836611,257469520,000000004ce31150,00004d18,000000005af857ce,000000005af857cd,0
235,235,0,12494010,269963530,13775964,277768410,000000004ce31150,257469520,39962900,39962900,262873711,302836611,257469520,000000004ce31150,00004d1c,000000005af857cf,000000005af857ce,0
236,236,0,12494010,269963530,13775964,277768411,000000004ce31150,257469521,39962900,39962900,262873712,302836611,257469520,000000004ce31151,00004d20,000000005af857d0,000000005af857cf,0
237,237,0,12494010,269963531,13775964,277768411,000000004ce31151,257469521,39962900,39962900,262873712,302836612,257469521,000000004ce31152,00004d20,000000005af857d1,000000005af857d0,0
